"institut du monde arabe,jardin des plantes,place des vosges","library,park,park"
"hôtel des invalides,sainte chapelle,musée rodin,conciergerie,place de la concorde,jardin des tuileries,musée de lassistance publique-hôpitaux de paris,musée du louvre,eiffel tower,pont neuf,jardin du luxembourg","museum,church,museum,museum,establishment,park,museum,museum,establishment,establishment,park"
eiffel tower,establishment
"grand palais,place des vosges,parc du champ de mars","museum,park,park"
"parc de belleville,musée grévin,place de la concorde","park,museum,establishment"
"sainte chapelle,la seine","church,political"
place des vosges,park
"musée dart naïf max fourny,grande arche de la défense,eiffel tower,palais de tokyo","museum,establishment,establishment,museum"
"Église st-germain des prés,tour montparnasse,institut de france,musée du luxembourg","church,establishment,establishment,restaurant"
"eiffel tower,arc de triomphe,place de la concorde","establishment,establishment,establishment"
eiffel tower,establishment
jardin du palais royal,park
"basilique du sacré-cœur,panthéon,musée dart naïf max fourny,arc de triomphe du carrousel,jardin des tuileries,grand palais,eiffel tower,Église st-eustache,centre pompidou","church,establishment,museum,establishment,park,museum,establishment,church,museum"
musée de la monnaie de paris,museum
"basilique du sacré-cœur,panthéon,place de la concorde,place de la madeleine,eiffel tower,arc de triomphe,jardin du luxembourg","church,establishment,establishment,route,establishment,establishment,park"
eiffel tower,establishment
"musée de montmartre,la seine","museum,political"
cimetière du père lachaise,cemetery
eiffel tower,establishment
musée de montmartre,museum
conciergerie,museum
"basilique du sacré-cœur,eiffel tower,arc de triomphe","church,establishment,establishment"
"hôtel des invalides,sainte chapelle,basilique du sacré-cœur,conciergerie,place de la concorde,musée dart naïf max fourny,musée dorsay,Église st-germain des prés,place de la madeleine,place des vosges,eiffel tower,place du tertre,arc de triomphe,jardin du palais royal","museum,church,church,museum,establishment,museum,museum,church,route,park,establishment,route,establishment,park"
"eiffel tower,arc de triomphe","establishment,establishment"
"eiffel tower,arc de triomphe","establishment,establishment"
"institut du monde arabe,basilique du sacré-cœur,panthéon,parc du champ de mars,maison européenne de la photographie,petit palais,place de la concorde,musée des arts et métiers,cimetière de montmartre,Église st-Étienne du mont,hôtel de ville,place de la bastille,musée dart moderne de la ville de paris,musée de lassistance publique-hôpitaux de paris,grande arche de la défense,eiffel tower,musée carnavalet,jardin des plantes,arc de triomphe","library,church,establishment,park,museum,museum,establishment,museum,cemetery,church,local_government_office,route,museum,museum,establishment,establishment,museum,park,establishment"
eiffel tower,establishment
"arc de triomphe,arc de triomphe du carrousel","establishment,establishment"
eiffel tower,establishment
eiffel tower,establishment
"musée dorsay,eiffel tower,parc du champ de mars,arc de triomphe","museum,establishment,park,establishment"
la seine,political
jardin du luxembourg,park
eiffel tower,establishment
"eiffel tower,arc de triomphe","establishment,establishment"
"Église st-eustache,institut de france","church,establishment"
"musée du louvre,place de la concorde,centre pompidou,jardin du luxembourg","museum,establishment,museum,park"
"hôtel des invalides,basilique du sacré-cœur,place de la concorde,musée dorsay,cimetière de montmartre,place de la madeleine,place vendôme","museum,church,establishment,museum,cemetery,route,route"
"hôtel de ville,place de la madeleine,eiffel tower,arc de triomphe,champs-Élysées","local_government_office,route,establishment,establishment,route"
"av des champs-Élysées,bourse de commerce,jardin des tuileries","route,museum,park"
arc de triomphe,establishment
"forum des halles,place de la bastille,centre pompidou,la seine","political,route,museum,political"
"arc de triomphe,gare montparnasse","establishment,transit_station"
arc de triomphe,establishment
eiffel tower,establishment
mémorial des martyrs de la déportation,establishment
"champs-Élysées,arc de triomphe du carrousel","route,establishment"
musée de la monnaie de paris,museum
centre pompidou,museum
"musée de montmartre,arc de triomphe","museum,establishment"
"hôtel des invalides,eiffel tower","museum,establishment"
jardin du palais royal,park
place de la concorde,establishment
"Église st-sulpice,mémorial des martyrs de la déportation","church,establishment"
"eiffel tower,arc de triomphe","establishment,establishment"
musée du louvre,museum
"musée des Égouts de paris,eiffel tower,jardin du luxembourg","museum,establishment,park"
eiffel tower,establishment
"panthéon,place de la bastille,eiffel tower,musée de montmartre,centre pompidou,jardin du luxembourg","establishment,route,establishment,museum,museum,park"
arc de triomphe,establishment
"grande arche de la défense,musée du quai branly,parc de la villette","establishment,museum,park"
"hôtel des invalides,sainte chapelle,place de la concorde,arc de triomphe du carrousel,grande arche de la défense,eiffel tower,arc de triomphe","museum,church,establishment,establishment,establishment,establishment,establishment"
"musée du louvre,eiffel tower,musée grévin,jardin des tuileries","museum,establishment,museum,park"
"eiffel tower,arc de triomphe","establishment,establishment"
centre pompidou,museum
eiffel tower,establishment
"parc de la villette,jardin des tuileries","park,park"
"musée du louvre,parc du champ de mars","museum,park"
Église st-eustache,church
"institut du monde arabe,place de la concorde,arc de triomphe du carrousel,musée du louvre,musée galliera de la mode de la ville de paris,pont neuf,Église st-eustache,champs-Élysées","library,establishment,establishment,museum,museum,establishment,church,route"
quartier latin,political
"forum des halles,Église st-eustache","political,church"
eiffel tower,establishment
place de la bastille,route
eiffel tower,establishment
"hôtel des invalides,av des champs-Élysées,eiffel tower,arc de triomphe","museum,route,establishment,establishment"
arc de triomphe,establishment
"institut du monde arabe,sainte chapelle,musée picasso,jardin des tuileries,musée de lorangerie","library,church,museum,park,museum"
"place des vosges,arc de triomphe,place de la concorde","park,establishment,establishment"
arc de triomphe,establishment
"musée rodin,arc de triomphe","museum,establishment"
stade de france,establishment
palais de tokyo,museum
"musée grévin,arc de triomphe","museum,establishment"
musée de montmartre,museum
"musée dart naïf max fourny,eiffel tower,place du tertre,dalí espace,jardin des plantes","museum,establishment,route,art_gallery,park"
eiffel tower,establishment
arc de triomphe,establishment
eiffel tower,establishment
eiffel tower,establishment
centre pompidou,museum
"musée du louvre,place des vosges,eiffel tower,musée de montmartre","museum,park,establishment,museum"
"Église st-eustache,basilique du sacré-cœur","church,church"
champs-Élysées,route
"basilique du sacré-cœur,bibliothèque nationale de france,mémorial des martyrs de la déportation,musée de lassistance publique-hôpitaux de paris,musée de la monnaie de paris,pont neuf,place du tertre,musée de la curiosité et de la magie,jardin des plantes,fondation cartier pour lart contemporain,mosquée de paris","church,library,establishment,museum,museum,establishment,route,museum,park,museum,mosque"
arc de triomphe,establishment
eiffel tower,establishment
centre pompidou,museum
"eiffel tower,arc de triomphe","establishment,establishment"
eiffel tower,establishment
"la seine,jardin des tuileries,grand palais,eiffel tower,stade de france,palais de tokyo,arc de triomphe,jardin du luxembourg","political,park,museum,establishment,establishment,museum,establishment,park"
"basilique du sacré-cœur,eiffel tower,place du tertre,dalí espace,forum des halles","church,establishment,route,art_gallery,political"
"eiffel tower,arc de triomphe","establishment,establishment"
palais de tokyo,museum
eiffel tower,establishment
mémorial des martyrs de la déportation,establishment
arc de triomphe,establishment
"basilique du sacré-cœur,place des vosges,eiffel tower,place du tertre,arc de triomphe","church,park,establishment,route,establishment"
jardin du luxembourg,park
"grande arche de la défense,parc de bercy,cimetière du père lachaise,promenade plantée","establishment,park,cemetery,park"
forum des halles,political
eiffel tower,establishment
musée du louvre,museum
"institut du monde arabe,eiffel tower,pont neuf","library,establishment,establishment"
"musée de lorangerie,place vendôme","museum,route"
cimetière du père lachaise,cemetery
catacombes de paris,cemetery
sainte chapelle,church
"eiffel tower,arc de triomphe","establishment,establishment"
arc de triomphe,establishment
mosquée de paris,mosque
"hôtel des invalides,institut du monde arabe,musée rodin,sainte chapelle,panthéon,conciergerie,place de la concorde,Église st-germain des prés,musée dorsay,tour montparnasse,musée carnavalet,arc de triomphe,jardin du luxembourg","museum,library,museum,church,establishment,museum,establishment,church,museum,establishment,museum,establishment,park"
"eiffel tower,pont neuf","establishment,establishment"
jardin du luxembourg,park
"sainte chapelle,panthéon,place de la madeleine,eiffel tower,Église st-eustache","church,establishment,route,establishment,church"
institut de france,establishment
"maison de victor hugo,jardin des tuileries,musée du louvre,musée de lorangerie,eiffel tower,palais de la découverte","museum,park,museum,museum,establishment,museum"
tour montparnasse,establishment
centre pompidou,museum
"musée dorsay,pont neuf,musée picasso,jardin du palais royal","museum,establishment,museum,park"
arc de triomphe,establishment
sainte chapelle,church
"av des champs-Élysées,eiffel tower,arc de triomphe,place de la concorde","route,establishment,establishment,establishment"
"musée de montmartre,place de la concorde","museum,establishment"
grande arche de la défense,establishment
eiffel tower,establishment
"place de la bastille,jardin du luxembourg","route,park"
"petit palais,place de la concorde","museum,establishment"
eiffel tower,establishment
"basilique du sacré-cœur,place de la concorde,eiffel tower,musée de montmartre,forum des halles,arc de triomphe","church,establishment,establishment,museum,political,establishment"
eiffel tower,establishment
gare montparnasse,transit_station
"institut du monde arabe,place de la concorde,musée national dhistoire naturelle,musée dart naïf max fourny,cité de la musique,arc de triomphe du carrousel,musée du louvre,grande arche de la défense,eiffel tower,pont neuf,forum des halles,av des champs-Élysées","library,establishment,museum,museum,museum,establishment,museum,establishment,establishment,establishment,political,route"
"musée dart naïf max fourny,eiffel tower","museum,establishment"
place de la madeleine,route
"tour montparnasse,musée de montmartre","establishment,museum"
"musée de lorangerie,place de la concorde","museum,establishment"
maison de victor hugo,museum
"institut du monde arabe,Église st-eustache,musée du louvre,grande arche de la défense,palais de la découverte,centre pompidou","library,church,museum,establishment,museum,museum"
"eiffel tower,parc du champ de mars","establishment,park"
musée du louvre,museum
"musée du louvre,parc des buttes-chaumont,la seine","museum,park,political"
"assemblée nationale,basilique du sacré-cœur,panthéon,parc du champ de mars,musée des arts et métiers,musée picasso,grand palais,eiffel tower,musée de montmartre,arc de triomphe,jardin du palais royal,petit palais,musée des Égouts de paris,arènes de lutèce,grande arche de la défense,pont neuf,cinémathèque française,jardin des plantes,Église st-Étienne du mont,fondation cartier pour lart contemporain,institut du monde arabe,sainte chapelle,musée rodin,tour montparnasse,stade de france,palais de la découverte,av des champs-Élysées,conciergerie,institut de france,place de la bastille,arc de triomphe du carrousel,jardin des tuileries,musée de la monnaie de paris,place vendôme,gare montparnasse","establishment,church,establishment,park,museum,museum,museum,establishment,museum,establishment,park,museum,museum,establishment,establishment,establishment,movie_theater,park,church,museum,library,church,museum,establishment,establishment,museum,route,museum,establishment,route,establishment,park,museum,route,transit_station"
"basilique du sacré-cœur,musée national du moyen age,Église st-germain des prés,hôtel de ville,jardin des tuileries,eiffel tower,dalí espace,catacombes de paris,fondation cartier pour lart contemporain","church,museum,church,local_government_office,park,establishment,art_gallery,cemetery,museum"
eiffel tower,establishment
"Église st-sulpice,place de la concorde","church,establishment"
"pont neuf,pletzl","establishment,"" political"""
"musée dart naïf max fourny,la seine,musée du louvre,tour montparnasse,eiffel tower,Église st-eustache","museum,political,museum,establishment,establishment,church"
"Église st-germain des prés,eiffel tower,arc de triomphe,place de la concorde","church,establishment,establishment,establishment"
"musée national dhistoire naturelle,parc du champ de mars","museum,park"
"grande arche de la défense,eiffel tower,place de la concorde","establishment,establishment,establishment"
eiffel tower,establishment
arc de triomphe,establishment
"grande arche de la défense,pont neuf","establishment,establishment"
"hôtel des invalides,assemblée nationale,institut de france,arc de triomphe du carrousel,grand palais","museum,establishment,establishment,establishment,museum"
eiffel tower,establishment
"basilique du sacré-cœur,petit palais,institut de france,place des vosges,pletzl,arc de triomphe,champs-Élysées","church,museum,establishment,park,"" political"",establishment,route"
eiffel tower,establishment
"musée bourdelle,jardin du luxembourg","museum,park"
"arc de triomphe,place de la concorde","establishment,establishment"
eiffel tower,establishment
eiffel tower,establishment
"musée galliera de la mode de la ville de paris,parc du champ de mars,gare montparnasse","museum,park,transit_station"
eiffel tower,establishment
eiffel tower,establishment
jardin des tuileries,park
"sainte chapelle,jardin du luxembourg","church,park"
"pont neuf,arc de triomphe","establishment,establishment"
"eiffel tower,arc de triomphe","establishment,establishment"
"musée grévin,jardin du palais royal","museum,park"
"pont neuf,mémorial des martyrs de la déportation","establishment,establishment"
catacombes de paris,cemetery
jardin des tuileries,park
eiffel tower,establishment
"stade de france,eiffel tower","establishment,establishment"
eiffel tower,establishment
pletzl,""" political"""
jardin du luxembourg,park
"sainte chapelle,basilique du sacré-cœur,musée rodin,panthéon,conciergerie,place de la concorde,cimetière de montmartre,institut de france,place de la bastille,arc de triomphe du carrousel,jardin des tuileries,mémorial des martyrs de la déportation,musée de lorangerie,place de la madeleine,eiffel tower,place des vosges,musée de la curiosité et de la magie,arc de triomphe,jardin du luxembourg","church,church,museum,establishment,museum,establishment,cemetery,establishment,route,establishment,park,establishment,museum,route,establishment,park,museum,establishment,park"
eiffel tower,establishment
"sainte chapelle,musée national du moyen age,conciergerie,Église st-germain des prés,mémorial des martyrs de la déportation,musée de lassistance publique-hôpitaux de paris,grand palais,musée national eugène delacroix,Église st-Étienne du mont,centre pompidou","church,museum,museum,church,establishment,museum,museum,museum,church,museum"
"jardin des tuileries,arc de triomphe du carrousel","park,establishment"
place de la bastille,route
grande arche de la défense,establishment
basilique du sacré-cœur,church
"place de la concorde,hôtel de ville,place vendôme,eiffel tower,pletzl,centre pompidou,jardin du palais royal","establishment,local_government_office,route,establishment,"" political"",museum,park"
pont neuf,establishment
"forum des halles,jardin du luxembourg,arc de triomphe,conciergerie","political,park,establishment,museum"
"forum des halles,Église st-eustache,bourse de commerce","political,church,museum"
"institut de france,eiffel tower","establishment,establishment"
arc de triomphe,establishment
"pont neuf,gare montparnasse","establishment,transit_station"
"sorbonne,eiffel tower","university,establishment"
arc de triomphe,establishment
palais de tokyo,museum
place de la bastille,route
grand palais,museum
"jardin des plantes,quartier latin,place de la bastille,place de la concorde","park,political,route,establishment"
eiffel tower,establishment
"musée du louvre,place de la concorde,eiffel tower,jardin du luxembourg","museum,establishment,establishment,park"
gare montparnasse,transit_station
eiffel tower,establishment
"eiffel tower,panthéon,arc de triomphe","establishment,establishment,establishment"
arc de triomphe,establishment
stade de france,establishment
"musée de montmartre,palais de tokyo","museum,museum"
petit palais,museum
"cinémathèque française,basilique du sacré-cœur,eiffel tower,place de la concorde","movie_theater,church,establishment,establishment"
musée de montmartre,museum
"place vendôme,jardin du luxembourg","route,park"
"eiffel tower,av des champs-Élysées,bourse de commerce,arc de triomphe","establishment,route,museum,establishment"
eiffel tower,establishment
eiffel tower,establishment
eiffel tower,establishment
pont neuf,establishment
"eiffel tower,arc de triomphe","establishment,establishment"
"bibliothèque nationale de france,jardin du luxembourg","library,park"
"tour montparnasse,basilique du sacré-cœur,eiffel tower,musée dorsay","establishment,church,establishment,museum"
"eiffel tower,arc de triomphe","establishment,establishment"
catacombes de paris,cemetery
"musée du louvre,eiffel tower","museum,establishment"
place des vosges,park
"panthéon,jardin du luxembourg","establishment,park"
panthéon,establishment
"place vendôme,arc de triomphe","route,establishment"
"eiffel tower,musée grévin,jardin du luxembourg","establishment,museum,park"
parc de bercy,park
"forum des halles,place de la bastille,place du tertre","political,route,route"
musée du louvre,museum
arc de triomphe,establishment
"institut du monde arabe,basilique du sacré-cœur,parc du champ de mars,musée dorsay,hôtel de ville,musée du quai branly,eiffel tower,place du tertre,catacombes de paris,arc de triomphe,parc de la villette","library,church,park,museum,local_government_office,museum,establishment,route,cemetery,establishment,park"
conciergerie,museum
basilique du sacré-cœur,church
basilique du sacré-cœur,church
"eiffel tower,arc de triomphe","establishment,establishment"
"institut de france,arènes de lutèce,pletzl,catacombes de paris,jardin du luxembourg","establishment,establishment,"" political"",cemetery,park"
musée du louvre,museum
musée de montmartre,museum
"eiffel tower,place de la concorde","establishment,establishment"
institut du monde arabe,library
"sainte chapelle,eiffel tower,place du tertre","church,establishment,route"
"eiffel tower,arc de triomphe","establishment,establishment"
centre pompidou,museum
tour montparnasse,establishment
"sainte chapelle,musée national du moyen age,panthéon,conciergerie,sorbonne,Église st-germain lauxerrois,pont neuf,arc de triomphe","church,museum,establishment,museum,university,church,establishment,establishment"
"eiffel tower,arc de triomphe","establishment,establishment"
"musée Édith piaf,eiffel tower,pont neuf","museum,establishment,establishment"
"hôtel des invalides,sainte chapelle,musée rodin,musée national du moyen age,panthéon,place de la concorde,musée dorsay,jardin des tuileries,arc de triomphe du carrousel,musée de lassistance publique-hôpitaux de paris,musée de lorangerie,Église st-sulpice,pont neuf,av des champs-Élysées","museum,church,museum,museum,establishment,establishment,museum,park,establishment,museum,museum,church,establishment,route"
arc de triomphe,establishment
eiffel tower,establishment
"eiffel tower,parc des buttes-chaumont","establishment,park"
"eiffel tower,musée de montmartre","establishment,museum"
sainte chapelle,church
"institut du monde arabe,sainte chapelle,basilique du sacré-cœur,musée national du moyen age,panthéon,place de la concorde,musée dorsay,place de la bastille,musée picasso,arc de triomphe du carrousel,place de la madeleine,place des vosges,place du tertre,Église st-Étienne du mont","library,church,church,museum,establishment,establishment,museum,route,museum,establishment,route,park,route,church"
"institut de france,place de la concorde","establishment,establishment"
"sainte chapelle,conciergerie,place de la bastille,musée du quai branly,arc de triomphe","church,museum,route,museum,establishment"
"tour montparnasse,eiffel tower,arc de triomphe","establishment,establishment,establishment"
"maison de victor hugo,conciergerie,cité de la musique,arc de triomphe du carrousel,eiffel tower","museum,museum,museum,establishment,establishment"
arc de triomphe,establishment
"Église st-germain des prés,place vendôme,hôtel de ville","church,route,local_government_office"
"musée dorsay,musée national du moyen age","museum,museum"
eiffel tower,establishment
"place de la concorde,eiffel tower,av des champs-Élysées,arc de triomphe,champs-Élysées","establishment,establishment,route,establishment,route"
"institut de france,eiffel tower","establishment,establishment"
"grand palais,arc de triomphe","museum,establishment"
"musée national dhistoire naturelle,palais de tokyo,jardin des tuileries,arc de triomphe du carrousel,musée carnavalet","museum,museum,park,establishment,museum"
"basilique du sacré-cœur,place du tertre,arc de triomphe","church,route,establishment"
place de la bastille,route
eiffel tower,establishment
"sainte chapelle,musée rodin,musée national du moyen age,conciergerie,Église st-germain des prés,musée dorsay,musée du luxembourg,jardin du luxembourg","church,museum,museum,museum,church,museum,restaurant,park"
"sainte chapelle,musée dorsay,panthéon,mémorial des martyrs de la déportation","church,museum,establishment,establishment"
centre pompidou,museum
"quartier latin,hôtel de ville,jardin des tuileries,cimetière du père lachaise,centre pompidou,jardin du luxembourg","political,local_government_office,park,cemetery,museum,park"
arc de triomphe,establishment
"basilique du sacré-cœur,eiffel tower","church,establishment"
"hôtel des invalides,basilique du sacré-cœur,musée rodin,musée national du moyen age,panthéon,petit palais,place de la concorde,musée dorsay,jardin des tuileries,Église st-sulpice,musée de lorangerie,eiffel tower,musée cognacq-jay,arc de triomphe","museum,church,museum,museum,establishment,museum,establishment,museum,park,church,museum,establishment,museum,establishment"
eiffel tower,establishment
palais de tokyo,museum
"place de la concorde,jardin des tuileries","establishment,park"
Église st-germain lauxerrois,church
"eiffel tower,arc de triomphe","establishment,establishment"
conciergerie,museum
"musée de lassistance publique-hôpitaux de paris,institut de france,pont neuf,musée du louvre","museum,establishment,establishment,museum"
musée de montmartre,museum
"eiffel tower,parc du champ de mars","establishment,park"
"catacombes de paris,Église st-eustache,musée de la curiosité et de la magie,Église st-germain des prés","cemetery,church,museum,church"
cimetière du père lachaise,cemetery
eiffel tower,establishment
"jardin du luxembourg,jardin des tuileries","park,park"
musée dorsay,museum
"parc de bercy,cimetière de montmartre,bibliothèque nationale de france,parc de belleville,musée de montmartre,musée bourdelle","park,cemetery,library,park,museum,museum"
"basilique du sacré-cœur,cimetière de montmartre,musée dorsay","church,cemetery,museum"
"eiffel tower,panthéon","establishment,establishment"
"sorbonne,eiffel tower,la seine","university,establishment,political"
"parc de belleville,parc des buttes-chaumont","park,park"
eiffel tower,establishment
cité de la musique,museum
"institut du monde arabe,maison de victor hugo,place de la concorde,musée dart naïf max fourny,musée dorsay,musée des arts et métiers,hôtel de ville,musée de la monnaie de paris,place des vosges,eiffel tower,dalí espace,av des champs-Élysées","library,museum,establishment,museum,museum,museum,local_government_office,museum,park,establishment,art_gallery,route"
eiffel tower,establishment
"hôtel des invalides,arc de triomphe","museum,establishment"
pont neuf,establishment
"institut du monde arabe,hôtel de ville","library,local_government_office"
"place de la concorde,eiffel tower,arc de triomphe,arc de triomphe du carrousel","establishment,establishment,establishment,establishment"
"place des vosges,stade de france,place de la bastille","park,establishment,route"
jardin des tuileries,park
"musée des arts et métiers,hôtel de ville","museum,local_government_office"
"hôtel des invalides,eiffel tower","museum,establishment"
musée de la monnaie de paris,museum
place de la madeleine,route
"jardin des tuileries,grande arche de la défense,eiffel tower,arc de triomphe,jardin du luxembourg","park,establishment,establishment,establishment,park"
"jardin des plantes,petit palais,jardin des tuileries","park,museum,park"
place de la concorde,establishment
eiffel tower,establishment
av des champs-Élysées,route
musée de montmartre,museum
basilique du sacré-cœur,church
eiffel tower,establishment
musée du louvre,museum
"Église st-germain des prés,musée dorsay,eiffel tower,dalí espace","church,museum,establishment,art_gallery"
"eiffel tower,place de la bastille,la seine,place de la concorde","establishment,route,political,establishment"
"eiffel tower,arc de triomphe","establishment,establishment"
"stade de france,place de la concorde","establishment,establishment"
basilique du sacré-cœur,church
"av des champs-Élysées,eiffel tower,arc de triomphe","route,establishment,establishment"
"sainte chapelle,panthéon","church,establishment"
arc de triomphe,establishment
"institut du monde arabe,place de la bastille,place des vosges,palais de tokyo,parc des buttes-chaumont,arc de triomphe","library,route,park,museum,park,establishment"
grande arche de la défense,establishment
eiffel tower,establishment
parc de la villette,park
"musée dorsay,arc de triomphe","museum,establishment"
"institut du monde arabe,basilique du sacré-cœur","library,church"
musée de montmartre,museum
musée de montmartre,museum
institut de france,establishment
eiffel tower,establishment
"av des champs-Élysées,basilique du sacré-cœur,musée de montmartre,place de la concorde","route,church,museum,establishment"
stade de france,establishment
"musée du louvre,place des vosges,centre pompidou","museum,park,museum"
bois de vincennes,park
"assemblée nationale,parc du champ de mars,place de la concorde,musée dorsay,jardin des tuileries,parc de belleville,musée de montmartre,jardin des plantes,arc de triomphe","establishment,park,establishment,museum,park,park,museum,park,establishment"
forum des halles,political
"arc de triomphe,arc de triomphe du carrousel","establishment,establishment"
"eiffel tower,pont neuf","establishment,establishment"
arc de triomphe,establishment
"basilique du sacré-cœur,panthéon,place de la concorde,la seine,musée du louvre,musée de montmartre,musée de lÉrotisme","church,establishment,establishment,political,museum,museum,museum"
tour montparnasse,establishment
arc de triomphe,establishment
parc du champ de mars,park
eiffel tower,establishment
"jeu de paume,dalí espace,jardin du luxembourg","museum,art_gallery,park"
musée de la monnaie de paris,museum
"basilique du sacré-cœur,place de la concorde,arc de triomphe du carrousel,eiffel tower,arc de triomphe","church,establishment,establishment,establishment,establishment"
grand palais,museum
"musée rodin,parc du champ de mars,place de la concorde,institut de france,hôtel de ville,arc de triomphe du carrousel,grand palais,eiffel tower,palais de la découverte,arc de triomphe","museum,park,establishment,establishment,local_government_office,establishment,museum,establishment,museum,establishment"
pont neuf,establishment
pont neuf,establishment
eiffel tower,establishment
"eiffel tower,arc de triomphe","establishment,establishment"
"institut du monde arabe,sainte chapelle,panthéon,musée dart naïf max fourny,musée dorsay,grande arche de la défense,eiffel tower,place du tertre","library,church,establishment,museum,museum,establishment,establishment,route"
musée du louvre,museum
"eiffel tower,arc de triomphe","establishment,establishment"
"jardin du luxembourg,jardin des tuileries","park,park"
"sainte chapelle,parc du champ de mars,conciergerie,eiffel tower,catacombes de paris,centre pompidou","church,park,museum,establishment,cemetery,museum"
"basilique du sacré-cœur,grande arche de la défense","church,establishment"
place vendôme,route
"grand palais,musée de lorangerie,Église st-germain lauxerrois","museum,museum,church"
place vendôme,route
institut de france,establishment
"musée de montmartre,arc de triomphe","museum,establishment"
sainte chapelle,church
catacombes de paris,cemetery
"centre pompidou,la seine","museum,political"
"hôtel de ville,jardin du palais royal","local_government_office,park"
"petit palais,place de la concorde,grand palais,musée de lorangerie,place des vosges,place vendôme,jardin du palais royal","museum,establishment,museum,museum,park,route,park"
"hôtel des invalides,eiffel tower","museum,establishment"
"musée du louvre,quartier latin","museum,political"
"eiffel tower,arc de triomphe","establishment,establishment"
jardin du luxembourg,park
"grande arche de la défense,cimetière de montmartre,eiffel tower,arc de triomphe","establishment,cemetery,establishment,establishment"
musée de montmartre,museum
place de la bastille,route
"hôtel des invalides,place du tertre","museum,route"
forum des halles,political
"musée dorsay,arc de triomphe","museum,establishment"
eiffel tower,establishment
eiffel tower,establishment
sorbonne,university
"sainte chapelle,musée rodin,musée national du moyen age,conciergerie,institut de france,place de la madeleine,musée de lorangerie,eiffel tower,place vendôme,jardin du palais royal","church,museum,museum,museum,establishment,route,museum,establishment,route,park"
jardin des tuileries,park
"tour montparnasse,arc de triomphe","establishment,establishment"
place de la bastille,route
"place de la concorde,musée du louvre,grande arche de la défense,place des vosges,arc de triomphe,parc des buttes-chaumont,champs-Élysées","establishment,museum,establishment,park,establishment,park,route"
jardin du luxembourg,park
arc de triomphe,establishment
eiffel tower,establishment
"eiffel tower,arc de triomphe","establishment,establishment"
eiffel tower,establishment
"parc de la villette,eiffel tower,arc de triomphe,palais de tokyo","park,establishment,establishment,museum"
musée de montmartre,museum
musée du louvre,museum
eiffel tower,establishment
institut du monde arabe,library
eiffel tower,establishment
"grand palais,musée des arts et métiers","museum,museum"
"forum des halles,basilique du sacré-cœur,eiffel tower,arc de triomphe","political,church,establishment,establishment"
"centre pompidou,jardin du luxembourg","museum,park"
"institut du monde arabe,bibliothèque nationale de france","library,library"
eiffel tower,establishment
arc de triomphe,establishment
place de la concorde,establishment
place de la concorde,establishment
"hôtel des invalides,basilique du sacré-cœur,jeu de paume,eiffel tower","museum,church,museum,establishment"
"institut du monde arabe,musée du quai branly,eiffel tower,pont neuf,av des champs-Élysées","library,museum,establishment,establishment,route"
"musée du louvre,pont neuf,arc de triomphe","museum,establishment,establishment"
jardin des plantes,park
cimetière du père lachaise,cemetery
"arc de triomphe,jardin du luxembourg","establishment,park"
"place de la bastille,panthéon,petit palais","route,establishment,museum"
"musée de la monnaie de paris,eiffel tower","museum,establishment"
arc de triomphe,establishment
gare montparnasse,transit_station
eiffel tower,establishment
eiffel tower,establishment
"grande arche de la défense,place de la bastille,arc de triomphe","establishment,route,establishment"
"jardin des tuileries,jeu de paume,place vendôme,arc de triomphe du carrousel","park,museum,route,establishment"
musée du quai branly,museum
place des vosges,park
"parc du champ de mars,place de la concorde,musée du louvre,eiffel tower,arc de triomphe,musée de lÉrotisme","park,establishment,museum,establishment,establishment,museum"
eiffel tower,establishment
musée de montmartre,museum
"basilique du sacré-cœur,parc du champ de mars,arc de triomphe","church,park,establishment"
"jeu de paume,jardin du palais royal,arc de triomphe,arc de triomphe du carrousel","museum,park,establishment,establishment"
"hôtel des invalides,place de la concorde,jardin du luxembourg","museum,establishment,park"
"sorbonne,petit palais,parc de la villette","university,museum,park"
"basilique du sacré-cœur,parc de belleville,eiffel tower,palais de tokyo,musée nissim de camondo","church,park,establishment,museum,museum"
"basilique du sacré-cœur,bateaux mouches","church,restaurant"
eiffel tower,establishment
centre pompidou,museum
"hôtel des invalides,parc de la villette,av des champs-Élysées,arc de triomphe,centre pompidou,jardin du luxembourg","museum,park,route,establishment,museum,park"
"catacombes de paris,gare montparnasse","cemetery,transit_station"
"la seine,arc de triomphe du carrousel","political,establishment"
"basilique du sacré-cœur,grande arche de la défense,eiffel tower","church,establishment,establishment"
sainte chapelle,church
"basilique du sacré-cœur,eiffel tower","church,establishment"
Église st-germain lauxerrois,church
"eiffel tower,place du tertre","establishment,route"
"hôtel des invalides,panthéon,place de la concorde,arc de triomphe du carrousel,sorbonne,eiffel tower,cinémathèque française,arc de triomphe","museum,establishment,establishment,establishment,university,establishment,movie_theater,establishment"
jardin du luxembourg,park
"musée rodin,eiffel tower,musée de lÉrotisme,arc de triomphe","museum,establishment,museum,establishment"
place de la bastille,route
"hôtel des invalides,basilique du sacré-cœur,place de la concorde,mémorial des martyrs de la déportation,arc de triomphe","museum,church,establishment,establishment,establishment"
"catacombes de paris,eiffel tower","cemetery,establishment"
"catacombes de paris,stade de france,eiffel tower","cemetery,establishment,establishment"
cimetière de montmartre,cemetery
stade de france,establishment
